鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,格局-房,格局-廳,格局-衛,格局-隔間,管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十五樓之３,9.11,1091111,土地1建物1車位1,十五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,162.31,3,2,2,有,有,10270000,69205,坡道平面,34.14,1400000,預售屋、或土地及建物分件登記案件；,RPVQMLLJQHKGFDE88DA,77.37,0,7.4,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號二十四樓之１０,6.75,1091104,土地1建物1車位1,二十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,124.19,2,2,2,有,有,6350000,59950,坡道機械,29.11,650000,讓渡日期:113.07.04預售屋、或土地及建物分件登記案件；,RPQONLLJQHKGFDE28DA,59.1,0,3.69,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號二十七樓之１０,6.75,1091104,土地1建物1車位1,二十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,124.19,2,2,2,有,有,6350000,59950,坡道機械,29.11,650000,讓渡日期:113.07.04預售屋、或土地及建物分件登記案件；,RPTONLLJQHKGFDE58DA,59.1,0,3.69,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３７號十六樓之１,6.75,1091104,土地1建物1車位1,十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,127.61,2,2,2,有,有,7070000,65178,坡道機械,29.11,650000,預售屋、或土地及建物分件登記案件；,RPTPNLLJQHKGFDE68DA,60.73,0,4.43,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號二十八樓之１,6.07,1091111,土地1建物1車位0,二十八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,86.05,2,2,2,有,有,5890000,68449,,0,0,預售屋、或土地及建物分件登記案件；,RPROMLLJQHKGFDE28DA,51.84,0,5.1,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號十樓之１,6.07,1091006,土地1建物1車位0,十層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,86.05,2,2,2,有,有,5390000,62638,,0,0,預售屋、或土地及建物分件登記案件；,RPVNMLLJQHKGFDE58DA,51.84,0,5.1,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號二十三樓之１,6.07,1091028,土地1建物1車位0,二十三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,86.05,2,2,2,有,有,5880000,68332,,0,0,讓渡日期111.06.27預售屋、或土地及建物分件登記案件；,RPOOMLLJQHKGFDE97DA,51.84,0,5.1,有
三民區,房地(土地+建物),高雄市三民區大豐二路３７號七樓之７,6.75,1091020,土地1建物1車位0,七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,97.07,2,2,2,有,有,6650000,68507,,0,0,讓渡日期114.02.20預售屋、或土地及建物分件登記案件；,RPSVNLLJQHKGFDE56DA,60.59,0,3.67,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３７號七樓之８,6.75,1091020,土地1建物1車位1,七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,192.61,4,2,3,有,有,12100000,65943,坡道平面,34.14,1650000,預售屋、或土地及建物分件登記案件；,RPWWNLLJQHKGFDE07DA,97.61,0,7.14,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號十九樓之９,6.07,1091013,土地1建物1車位0,十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,86.88,2,2,2,有,有,5980000,68831,,0,0,讓渡日期:114.02.06預售屋、或土地及建物分件登記案件；,RPONNLLJQHKGFDE97DA,53.85,0,3.66,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３７號三樓之２,7.42,1091029,土地1建物1車位1,三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,138.18,2,2,2,有,有,7900000,62476,坡道平面,34.14,1400000,讓渡日期:114.01.13預售屋、或土地及建物分件登記案件；,RPWPNLLJQHKGFDE98DA,64.47,0,4.38,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３７號十七樓之５,10.46,1091029,土地1建物1車位1,十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,187.06,4,2,3,有,有,12080000,68140,坡道平面,35.46,1750000,預售屋、或土地及建物分件登記案件；,RPXSNLLJQHKGFDE76DA,90.68,0,9.58,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３７號二十六樓之５,10.46,1091013,土地1建物1車位2,二十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,219.87,4,2,3,有,有,13100000,63329,坡道平面,68.28,3500000,讓渡日期113/4/22讓渡金額1691萬元整預售屋、或土地及建物分件登記案件；,RPQQMLMJRHKGFDE58DA,90.68,0,9.58,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號二十九樓之３,9.11,1091001,土地1建物1車位1,二十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,163.63,3,2,2,有,有,10360000,68347,坡道平面,35.46,1600000,讓渡日期114/2/10預售屋、或土地及建物分件登記案件；,RPRQMLMJRHKGFDE68DA,77.37,0,7.4,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號九樓之７,5.74,1090902,土地1建物1車位0,九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,82.19,2,2,2,有,有,5320000,64728,,0,0,讓渡日期114.03.12預售屋、或土地及建物分件登記案件；,RPTUMLLJQHKGFDE09DA,50.35,0,4.05,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號十一樓之７,5.74,1090916,土地1建物1車位0,十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,82.19,2,2,2,有,有,5600000,68135,,0,0,預售屋、或土地及建物分件登記案件；,RPUUMLLJQHKGFDE56DA,50.35,0,4.05,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十三樓之１０,6.75,1090902,土地1建物1車位1,十三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,124.19,2,2,2,有,有,6350000,59950,坡道機械,29.11,650000,讓渡日期111年9月14日讓渡金額670萬元預售屋、或土地及建物分件登記案件；,RPTNNLLJQHKGFDE48DA,59.1,0,3.69,有
三民區,房地(土地+建物),高雄市三民區大豐二路３７號十八樓之６,6.75,1090902,土地1建物1車位0,十八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,97.92,2,2,2,有,有,5880000,60049,,0,0,讓渡日期113.02.29預售屋、或土地及建物分件登記案件；,RPUUNLLJQHKGFDE66DA,61.17,0,3.67,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十樓之２,9.78,1090926,土地1建物1車位1,十層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,172.19,3,2,2,有,有,9300000,59761,坡道平面,34.14,1050000,親友、員工、共有人或其他特殊關係間之交易；預售屋、或土地及建物分件登記案件；,RPWOMLLJQHKGFDE78DA,80.53,0,10.68,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號三樓之３,9.11,1090902,土地1建物1車位1,三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,162.31,3,2,2,有,有,9380000,61091,坡道平面,34.14,1550000,讓渡日期114.02.10預售屋、或土地及建物分件登記案件；,RPWPMLLJQHKGFDE88DA,77.37,0,7.4,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十二樓之３,9.11,1090910,土地1建物1車位1,十二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,162.31,3,2,2,有,有,9350000,60076,坡道平面,34.14,1650000,讓渡日期114.02.10預售屋、或土地及建物分件登記案件；,RPTQMLLJQHKGFDE68DA,77.37,0,7.4,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十三樓之３,9.11,1090902,土地1建物1車位1,十三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,162.31,3,2,2,有,有,9900000,65148,坡道平面,34.14,1550000,讓渡日期114.02.10預售屋、或土地及建物分件登記案件；,RPUQMLLJQHKGFDE78DA,77.37,0,7.4,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十六樓之５,9.45,1090904,土地1建物1車位1,十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,168.49,3,2,2,有,有,9760000,59993,坡道平面,34.14,1700000,預售屋、或土地及建物分件登記案件；,RPRSMLLJQHKGFDE68DA,80.88,0,7.96,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十九樓之６,6.75,1090925,土地1建物1車位1,十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,128.21,2,2,2,有,有,6200000,56975,坡道平面,33.08,780000,讓渡日期:113.06.17親友、員工、共有人或其他特殊關係間之交易；預售屋、或土地及建物分件登記案件；,RPWTMLLJQHKGFDE66DA,57.84,0,5.01,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十四樓之５,9.45,1090902,土地1建物1車位1,十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,168.49,3,2,2,有,有,10450000,65501,坡道平面,34.14,1650000,預售屋、或土地及建物分件登記案件；,RPPSMLLJQHKGFDE48DA,80.88,0,7.96,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號十八樓之７,5.74,1090910,土地1建物1車位0,十八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,82.19,2,2,2,有,有,5650000,68743,,0,0,讓渡日期:114.01.13預售屋、或土地及建物分件登記案件；,RPXUMLLJQHKGFDE86DA,50.35,0,4.05,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號八樓之９,6.07,1090928,土地1建物1車位0,八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,86.88,2,2,2,有,有,5500000,63306,,0,0,預售屋、或土地及建物分件登記案件；,RPSWMLLJQHKGFDE56DA,53.85,0,3.66,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十九樓之１０,6.75,1090902,土地1建物1車位1,十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,124.19,2,2,2,有,有,6350000,59950,坡道機械,29.11,650000,預售屋、或土地及建物分件登記案件；,RPWNNLLJQHKGFDE78DA,59.1,0,3.69,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３７號十七樓之１,6.75,1090902,土地1建物1車位1,十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,127.61,2,2,2,有,有,7100000,65482,坡道機械,29.11,650000,讓渡日期:114.02.10預售屋、或土地及建物分件登記案件；,RPUPNLLJQHKGFDE78DA,60.73,0,4.43,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３７號二十樓之７,6.75,1090902,土地1建物1車位1,二十層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,131.21,2,2,2,有,有,7450000,61811,坡道平面,34.14,1450000,讓渡日期:114/02/06，111/01/11更換車位，原購買地下五層53號機械車位，更換後為地下三層181號平面車位，價差70萬元整預售屋、或土地及建物分件登記案件；,RPRWNLLJQHKGFDE56DA,60.59,0,3.67,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３７號二十一樓之７,6.75,1090902,土地1建物1車位1,二十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,131.21,2,2,2,有,有,7450000,61811,坡道平面,34.14,1450000,讓渡日期:114/02/06，111/01/11更換車位，原購買地下五層52號機械車位，更換後為地下三層182號平面車位，價差70萬元整預售屋、或土地及建物分件登記案件；,RPSWNLLJQHKGFDE66DA,60.59,0,3.67,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號十四樓之８,5.74,1090902,土地1建物1車位0,十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,80.28,2,2,2,有,有,5380000,67015,,0,0,預售屋、或土地及建物分件登記案件；,RPQNMLLLQHKGFDE28DA,48.92,0,4.1,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號六樓之９,6.07,1090923,土地1建物1車位0,六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,86.88,2,2,2,有,有,5780000,66529,,0,0,讓渡日期114/2/10預售屋、或土地及建物分件登記案件；,RPPPMLMJRHKGFDE38DA,53.85,0,3.66,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號十二樓之１,6.07,1090805,土地1建物1車位0,十二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,86.05,2,2,2,有,有,5500000,63916,,0,0,預售屋、或土地及建物分件登記案件；,RPWNMLLJQHKGFDE68DA,51.84,0,5.1,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號十九樓之１,6.07,1090806,土地1建物1車位0,十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,86.05,2,2,2,有,有,5450000,63335,,0,0,預售屋、或土地及建物分件登記案件；,RPXNMLLJQHKGFDE78DA,51.84,0,5.1,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號九樓之２,9.78,1090805,土地1建物1車位1,九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,172.19,3,2,2,有,有,10200000,61934,坡道平面,34.14,1650000,讓渡日期114.02.10預售屋、或土地及建物分件登記案件；,RPVOMLLJQHKGFDE68DA,80.53,0,10.68,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十二樓之２,9.78,1090828,土地1建物1車位1,十二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,171.13,3,2,2,有,有,9830000,58892,坡道平面,33.08,1700000,預售屋、或土地及建物分件登記案件；,RPOPMLLJQHKGFDE08DA,80.53,0,10.68,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號五樓之３,9.11,1090812,土地1建物1車位1,五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,162.31,3,2,2,有,有,9500000,63197,坡道平面,34.14,1400000,讓渡日期111年7月4日讓渡金額1210萬元預售屋、或土地及建物分件登記案件；,RPOQMLLJQHKGFDE18DA,77.37,0,7.4,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號七樓之３,9.11,1090812,土地1建物1車位1,七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,162.31,3,2,2,有,有,9780000,64212,坡道平面,34.14,1550000,讓渡日期114.06.23預售屋、或土地及建物分件登記案件；,RPPQMLLJQHKGFDE28DA,77.37,0,7.4,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十一樓之３,9.11,1090806,土地1建物1車位1,十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,162.31,3,2,2,有,有,9400000,60076,坡道平面,34.14,1700000,預售屋、或土地及建物分件登記案件；,RPSQMLLJQHKGFDE58DA,77.37,0,7.4,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號二十一樓之３,9.11,1090805,土地1建物1車位1,二十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,162.31,3,2,2,有,有,9450000,60857,坡道平面,34.14,1650000,讓渡日期114.03.18預售屋、或土地及建物分件登記案件；,RPPRMLLJQHKGFDE38DA,77.37,0,7.4,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號六樓之５,9.45,1090812,土地1建物1車位1,六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,168.49,3,2,2,有,有,10250000,64756,坡道平面,34.14,1550000,預售屋、或土地及建物分件登記案件；,RPTRMLLJQHKGFDE78DA,80.88,0,7.96,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號七樓之５,9.45,1090812,土地1建物1車位1,七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,168.49,3,2,2,有,有,10300000,65128,坡道平面,34.14,1550000,預售屋、或土地及建物分件登記案件；,RPURMLLJQHKGFDE88DA,80.88,0,7.96,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號二十八樓之５,9.45,1090818,土地1建物1車位1,二十八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,168.49,3,2,2,有,有,9870000,60811,坡道平面,34.14,1700000,預售屋、或土地及建物分件登記案件；,RPUSMLLJQHKGFDE98DA,80.88,0,7.96,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號七樓之８,5.74,1090806,土地1建物1車位0,七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,80.28,2,2,2,有,有,5050000,62905,,0,0,讓渡日期113.05.14預售屋、或土地及建物分件登記案件；,RPRVMLLJQHKGFDE98DA,48.92,0,4.1,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號十七樓之８,5.74,1090805,土地1建物1車位0,十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,80.28,2,2,2,有,有,5130000,63901,,0,0,讓渡日期114.02.10預售屋、或土地及建物分件登記案件；,RPUVMLLJQHKGFDE66DA,48.92,0,4.1,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號十樓之９,6.07,1090806,土地1建物1車位0,十層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,86.88,2,2,2,有,有,5540000,63766,,0,0,預售屋、或土地及建物分件登記案件；,RPUWMLLJQHKGFDE76DA,53.85,0,3.66,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號六樓之１０,6.75,1090824,土地1建物1車位1,六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,124.19,2,2,2,有,有,6450000,59950,坡道機械,29.11,750000,預售屋、或土地及建物分件登記案件；,RPRNNLLJQHKGFDE28DA,59.1,0,3.69,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十四樓之１０,6.75,1090812,土地1建物1車位1,十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,124.19,2,2,2,有,有,6350000,59950,坡道機械,29.11,650000,讓渡日期114.03.12預售屋、或土地及建物分件登記案件；,RPUNNLLJQHKGFDE58DA,59.1,0,3.69,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號二十樓之１０,6.75,1090825,土地1建物1車位1,二十層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,124.19,2,2,2,有,有,6450000,59950,坡道機械,29.11,750000,讓渡日期112.02.07預售屋、或土地及建物分件登記案件；,RPXNNLLJQHKGFDE88DA,59.1,0,3.69,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號二十二樓之１０,6.75,1090810,土地1建物1車位1,二十二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,124.19,2,2,2,有,有,6350000,59950,坡道機械,29.11,650000,讓渡日期111.06.15預售屋、或土地及建物分件登記案件；,RPOONLLJQHKGFDE08DA,59.1,0,3.69,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３７號五樓之２,7.42,1090818,土地1建物1車位1,五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,138.18,2,2,2,有,有,7780000,61323,坡道平面,34.14,1400000,讓渡日期114.02.06預售屋、或土地及建物分件登記案件；,RPOQNLLJQHKGFDE28DA,64.47,0,4.38,有
三民區,房地(土地+建物),高雄市三民區大豐二路３７號三樓之６,6.75,1090812,土地1建物1車位0,三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,97.92,2,2,2,有,有,5880000,60049,,0,0,預售屋、或土地及建物分件登記案件；,RPSTNLLJQHKGFDE98DA,61.17,0,3.67,有
三民區,房地(土地+建物),高雄市三民區大豐二路３７號七樓之６,6.75,1090819,土地1建物1車位0,七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,97.92,2,2,2,有,有,5880000,60049,,0,0,預售屋、或土地及建物分件登記案件；,RPVTNLLJQHKGFDE66DA,61.17,0,3.67,有
三民區,房地(土地+建物),高雄市三民區大豐二路３７號九樓之６,6.75,1090804,土地1建物1車位0,九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,97.92,2,2,2,有,有,5880000,60049,,0,0,預售屋、或土地及建物分件登記案件；,RPOUNLLJQHKGFDE68DA,61.17,0,3.67,有
三民區,房地(土地+建物),高雄市三民區大豐二路３７號十四樓之６,6.75,1090813,土地1建物1車位0,十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,97.92,2,2,2,有,有,5880000,60049,,0,0,讓渡日期114.01.13預售屋、或土地及建物分件登記案件；,RPSUNLLJQHKGFDE09DA,61.17,0,3.67,有
三民區,房地(土地+建物),高雄市三民區大豐二路３７號十七樓之６,6.75,1090806,土地1建物1車位0,十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,97.92,2,2,2,有,有,5880000,60049,,0,0,讓渡日期113.05.29預售屋、或土地及建物分件登記案件；,RPTUNLLJQHKGFDE56DA,61.17,0,3.67,有
三民區,房地(土地+建物),高雄市三民區大豐二路３７號二十樓之６,6.75,1090805,土地1建物1車位0,二十層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,97.92,2,2,2,有,有,5880000,60049,,0,0,讓渡金額620萬元整讓渡日期113.05.20預售屋、或土地及建物分件登記案件；,RPWUNLLJQHKGFDE86DA,61.17,0,3.67,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３７號六樓之７,6.75,1090825,土地1建物1車位1,六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,126.18,2,2,2,有,有,7000000,65417,坡道機械,29.11,650000,預售屋、或土地及建物分件登記案件；,RPRVNLLJQHKGFDE09DA,60.59,0,3.67,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號七樓之１,6.07,1090818,土地1建物1車位0,七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,86.05,2,2,2,有,有,5400000,62754,,0,0,預售屋、或土地及建物分件登記案件；,RPUNMLLJQHKGFDE48DA,51.84,0,5.1,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號八樓之２,9.78,1090803,土地1建物1車位1,八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,172.19,3,2,2,有,有,10630000,65773,坡道平面,34.14,1550000,預售屋、或土地及建物分件登記案件；,RPUOMLLJQHKGFDE58DA,80.53,0,10.68,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十三樓之２,9.78,1090819,土地1建物1車位1,十三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,172.19,3,2,2,有,有,10880000,67584,坡道平面,34.14,1550000,讓渡日期114.02.10預售屋、或土地及建物分件登記案件；,RPPPMLLJQHKGFDE18DA,80.53,0,10.68,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十四樓之２,9.78,1090818,土地1建物1車位1,十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,172.19,3,2,2,有,有,10800000,67005,坡道平面,34.14,1550000,預售屋、或土地及建物分件登記案件；,RPQPMLLJQHKGFDE28DA,80.53,0,10.68,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十七樓之２,9.78,1090811,土地1建物1車位1,十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,172.19,3,2,2,有,有,10080000,60340,坡道平面,34.14,1750000,第一次讓渡日期111.10.24，第二次讓渡日期114.02.10預售屋、或土地及建物分件登記案件；,RPSPMLLJQHKGFDE48DA,80.53,0,10.68,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號四樓之３,9.11,1090819,土地1建物1車位1,四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,162.31,3,2,2,有,有,9350000,62027,坡道平面,34.14,1400000,預售屋、或土地及建物分件登記案件；,RPXPMLLJQHKGFDE98DA,77.37,0,7.4,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號八樓之３,9.11,1090803,土地1建物1車位1,八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,162.31,3,2,2,有,有,9750000,63978,坡道平面,34.14,1550000,讓渡日期114.03.06預售屋、或土地及建物分件登記案件；,RPQQMLLJQHKGFDE38DA,77.37,0,7.4,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十六樓之３,9.11,1090828,土地1建物1車位1,十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,162.31,3,2,2,有,有,9350000,59686,坡道平面,34.14,1700000,第一次讓渡日期:113.01.19，第二次讓渡日期:114.02.26預售屋、或土地及建物分件登記案件；,RPWQMLLJQHKGFDE98DA,77.37,0,7.4,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十七樓之３,9.11,1090824,土地1建物1車位1,十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,162.31,3,2,2,有,有,9400000,60467,坡道平面,34.14,1650000,讓渡日期112年11月17日讓渡金額1320萬元預售屋、或土地及建物分件登記案件；,RPXQMLLJQHKGFDE09DA,77.37,0,7.4,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號五樓之５,9.45,1090811,土地1建物1車位1,五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,168.49,3,2,2,有,有,10000000,62895,坡道平面,34.14,1550000,預售屋、或土地及建物分件登記案件；,RPSRMLLJQHKGFDE68DA,80.88,0,7.96,有
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路３５號十二樓之５,9.45,1090807,土地1建物1車位1,十二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,168.49,3,2,2,有,有,8650000,57015,坡道平面,34.14,990000,親友、員工、共有人或其他特殊關係間之交易；預售屋、或土地及建物分件登記案件；,RPXRMLLJQHKGFDE56DA,80.88,0,7.96,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號六樓之７,5.74,1090806,土地1建物1車位0,六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,82.19,2,2,2,有,有,5100000,62051,,0,0,讓渡日期:114.01.13預售屋、或土地及建物分件登記案件；,RPRUMLLJQHKGFDE88DA,50.35,0,4.05,有
三民區,房地(土地+建物),高雄市三民區大豐二路３５號八樓之７,5.74,1090803,土地1建物1車位0,八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140703,82.19,2,2,2,有,有,5260000,63998,,0,0,讓渡日期:113.06.28預售屋、或土地及建物分件登記案件；,RPSUMLLJQHKGFDE98DA,50.35,0,4.05,有
